fact,value,units
<td style=""width:10%; border-top:solid 0.75pt #000000;"" valign=""bottom"">
<p style=""text-align:right;line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:0.66%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr>
<td style=""width:61%;"" valign=""top"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">Year Ended June 30,</p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:10%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">2022</p></td>
<td style=""width:0.98%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:10%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">2021</p></td>
<td style=""width:1.04%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1.06%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:1.1%;"" valign=""bottom"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;;font-size:7.5pt;""> </p></td>
<td style=""width:10%;"" valign=""bottom"">
<p style=""text-align:right;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">2020</p></td>
<td style=""width:0.66%;"" valign=""top"">
<p style=""margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:7.5pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
</tr>
<tr>
<td style=""width:61%;"" valign=""middle"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td colspan=""3"" style=""width:10%;"" valign=""middle"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:0.98%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td colspan=""2"" style=""width:1%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:10%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1.04%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1.06%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:1.1%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:10%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
<td style=""width:0.66%;"" valign=""top"">
<p style=""line-height:4pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:4pt;""> </p></td>
</tr>
<tr>
<td style=""background-color:#E5E5E5;width:61%;"" valign=""top"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;line-height:11pt;margin-left:12pt;;text-indent:-12pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">Balance, beginning of period</p></td>
<td style=""background-color:#E5E5E5;width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""background-color:#E5E5E5;width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:10pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">$</p></td>
<td style=""background-color:#E5E5E5;width:10%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:10pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">798</p></td>
<td style=""background-color:#E5E5E5;width:0.98%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""background-color:#E5E5E5;width:1%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:11pt;""> </p></td>
<td style=""background-color:#E5E5E5;width:1%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">$</p></td>
<td style=""background-color:#E5E5E5;width:10%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">816</p></td>
<td style=""background-color:#E5E5E5;width:1.04%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""background-color:#E5E5E5;width:1.06%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:11pt;""> </p></td>
<td style=""background-color:#E5E5E5;width:1.1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">$</p></td>
<td style=""background-color:#E5E5E5;width:10%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">434</p></td>
<td style=""background-color:#E5E5E5;width:0.66%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
</tr>
<tr>
<td style=""width:61%;"" valign=""top"">
<p style=""text-align:left;margin-bottom:0pt;margin-top:0pt;line-height:11pt;margin-left:24pt;;text-indent:-12pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">Charged to costs and other</p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:10pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:10%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:10pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;"">157</p></td>
<td style=""width:0.98%;white-space:nowrap;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:10pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-weight:bold;font-size:10pt;font-family:Arial;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1%;"" valign=""top"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:10%;"" valign=""bottom"">
<p style=""text-align:right;line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;"">234</p></td>
<td style=""width:1.04%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
<td style=""width:1.06%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-family:Times New Roman;font-size:11pt;""> </p></td>
<td style=""width:1.1%;"" valign=""bottom"">
<p style=""line-height:11pt;margin-bottom:0pt;margin-top:0pt;margin-left:0pt;;text-indent:0pt;;font-size:10pt;font-family:Arial;font-weight:normal;font-style:normal;text-transform:none;font-variant: normal;""> </p></td>
